size_minor_disk_true,mag_Y_lsst,baseDC2/target_halo_y,baseDC2/target_halo_mass,dec_true,baseDC2/host_halo_vz,is_central,ellipticity_bulge_true,mag_u_lsst,ra_true,stellar_mass,ellipticity_1_bulge_true,size_disk_true,convergence,baseDC2/target_halo_x,baseDC2/host_halo_z,baseDC2/host_halo_x,halo_mass,baseDC2/host_halo_vy,size_bulge_true,galaxy_id,halo_id,baseDC2/target_halo_redshift,ellipticity_1_disk_true,baseDC2/source_halo_mvir,stellar_mass_bulge,baseDC2/target_halo_vy,mag_r_lsst,ellipticity_1_true,mag_g_lsst,ellipticity_2_disk_true,shear2,position_angle_true,bulge_to_total_ratio_i,baseDC2/target_halo_id,shear_2_phosim,ellipticity_true,stellar_mass_disk,baseDC2/target_halo_fof_halo_id,size_true,mag_i_lsst,baseDC2/host_halo_y,baseDC2/host_halo_mvir,size_minor_bulge_true,redshift_true,ra,baseDC2/target_halo_vz,dec,shear1,redshift,baseDC2/target_halo_z,baseDC2/halo_id,baseDC2/target_halo_vx,ellipticity_disk_true,size_minor_true,baseDC2/host_halo_vx,ellipticity_2_true,baseDC2/source_halo_id,shear_2_treecorr,ellipticity_2_bulge_true,mag_z_lsst
1.3075968999999998,19.754993438720703,42.899505615234375,40654901248.0,-44.88340745531704,0.0,True,0.016054126999999998,22.361835479736328,66.46352488971866,7090216.5,0.014945368817889085,1.5406753,0.0,18.685718536376953,0.0,0.0,57260424292.95775,0.0,0.70554096,11937500000,191487,0.022104501724243164,0.07617990810744478,33119000576.0,4377300.5,44.79605991622925,20.32978057861328,0.03899413302361145,20.986799240112305,-0.02988337300609935,-0.0,169.2906148341639,0.60948783,191487,-0.0,0.041887007999999996,2712916.0,14890219684,1.0335678,20.013198852539066,0.0,33119000576.0,0.68324524,1.7456592650465477,66.46352488971866,-84.26365533050537,-44.88340745531704,-0.0,0.02269339293399164,-46.602294921875,12272893096,297.2871343179322,0.0818315,0.95046264,0.0,-0.015296372116260929,12272893096,0.0,-0.005862674846874216,19.85161781311035
4.018505,15.130859375,17.188709259033207,53590560768.0,-44.41059002319118,0.0,True,0.008440113,16.850837707519528,66.3086698242974,239986850.0,-0.008439798116302383,5.405824,0.0,7.542213916778564,0.0,0.0,75479663053.52112,0.0,2.916775,11937500001,100191487,0.008737921714782715,-0.14720065589632228,61722001408.0,59277410.0,-238.6855018132019,15.567239761352539,-0.1311382200612265,15.968963623046875,-0.0012709471258534944,-0.0,90.24734297686808,0.12978292,100191487,-0.0,0.13114311,180709440.0,7969372227,5.118305,15.339973449707033,0.0,61722001408.0,2.8679512000000003,1.6992965321957851,66.3086698242974,-78.04710589057923,-44.41059002319118,-0.0,0.008429167998756038,-18.38836097717285,12301958562,33.94305142097473,0.14720614,3.9314876000000005,0.0,-0.0011322622366149596,12301958562,0.0,-7.287017230584396e-05,15.209516525268555
0.38493446,21.02846336364746,34.85731887817383,8315080775.104325,-43.97202248272657,6.760000228881836,True,0.009594913,22.59727478027344,67.38648920608152,1126711.4,-0.008196745785754968,0.9401831,0.0,14.519346237182615,210.3720245361328,286.7532653808594,11711381373.386374,-243.3800048828125,0.4566708,11937500002,-191487,0.017563100028962282,-0.3579592203897137,0.0,0.0,196.16552997440715,21.269237518310547,-0.3579592203897137,21.57941436767578,-0.21781099793933484,-0.0,105.65983654368748,0.0,-191487,-0.0,0.41901842,1126711.4,0,0.9401831,21.105329513549805,138.40531921386722,8315080775.104325,0.44799063,1.4441671018075941,67.38648920608152,180.10124310051282,-43.97202248272657,-0.0,0.0176052597361398,-36.42913055419922,-20,25.815450092190733,0.41901842,0.38493448,-579.9500122070312,-0.21781099793933484,0,0.0,-0.004987555223487771,21.05950164794922
0.3021689,21.85260391235352,37.449668884277344,8712495572.516306,-45.8591968801978,388.1000061035156,True,0.0069955876,23.649599075317386,68.41706577800008,622892.44,0.005864861472337835,0.6459661,0.0,14.814471244812012,84.30988311767578,333.4681091308594,12271120524.670856,29.459999084472656,0.31746656,11937500003,-100191487,0.01936447950586677,0.3039944898009308,0.0,0.0,35.998049356288206,22.16196632385254,0.3039944898009308,22.57877922058105,0.19765815437974651,-0.0,16.516023303197798,0.0,-100191487,-0.0,0.36260363,622892.44,0,0.6459661,21.95944595336914,318.4790954589844,8712495572.516306,0.31305570000000005,0.6679161559109026,68.41706577800008,-12.359619745125814,-45.8591968801978,-0.0,0.01957678045082889,-41.49974060058594,-20,118.07754805699436,0.36260363,0.30216888,-520.8499755859375,0.19765815437974651,0,0.0,0.0038133510086788094,21.89187240600586
2.807239,17.6215877532959,42.479736328125,65468889508.32501,-45.47245797508424,274.25,True,0.041811217000000005,19.395732879638672,67.93979974823779,105845470.0,-0.01368526276592106,4.522835700000001,0.0,17.214868545532227,93.57486724853516,26.199129104614254,92209703532.85213,-170.22000122070312,1.9839735,11937500004,-200191487,0.02189826772610674,-0.07660677271830714,0.0,0.0,-166.43253220928122,18.12979888916016,-0.07660677271830714,18.51304244995117,-0.2211568383871411,-0.0,125.44718348117857,0.0,-200191487,-0.0,0.23404902,105845470.0,0,4.522835700000001,17.867652893066406,49.23659896850586,65468889508.32501,1.824727,2.5665003122910575,67.93979974823779,67.22220828730187,-45.47245797508424,-0.0,0.02120643265961686,-46.59756851196289,-20,-178.22688224555097,0.23404902,2.8072388,-292.9200134277344,-0.2211568383871411,0,0.0,-0.03950811838709768,17.714080810546875
1.0384117,20.66423988342285,23.567241668701172,10129906812.17517,-45.63679975816081,75.12999725341797,True,0.009612206,22.362960815429688,66.96640712590407,422622.72,-0.007581849555011344,1.1722282,0.0,10.020011901855467,471.9244079589844,262.59149169921875,14267474383.345312,82.69000244140625,0.5691921,11937500005,-300191487,0.012246927031167363,-0.04774670798199667,0.0,0.0,-82.70947139014565,20.94689178466797,-0.04774670798199667,21.321796417236328,0.037208625050214106,-0.0,71.03550031471188,0.0,-300191487,-0.0,0.060532882999999996,422622.72,0,1.1722282,20.759912490844727,156.46995544433594,10129906812.17517,0.55835396,0.2657525570299357,66.96640712590407,-64.48561550484159,-45.63679975816081,-0.0,0.01204614356899758,-26.1845645904541,-20,-191.3635229387611,0.060532882999999996,1.0384117,68.44999694824219,0.037208625050214106,0,0.0,0.0059084743054101645,20.698396682739254
1.1565813999999999,20.381534576416016,42.56234359741211,15774568592.311615,-44.917125648868144,300.05999755859375,True,0.01569853,22.196949005126953,66.60577829678209,4315072.5,-0.0112089566761276,1.5846936000000003,0.0,18.41327476501465,193.4553680419922,362.6831359863281,22217702242.692417,39.79999923706055,0.7031795,11937500006,-400191487,0.021940917623118898,-0.11150932417110787,0.0,0.0,-93.33534324711384,20.69194221496582,-0.11150932417110787,21.078107833862305,0.10934151374843573,-0.0,67.78119069045732,0.0,-400191487,-0.0,0.15617265,4315072.5,0,1.5846936000000003,20.487661361694336,364.43658447265625,15774568592.311615,0.6814429,3.55845471034988,66.60577829678209,8.330457795851114,-44.917125648868144,-0.0,0.021885389649642928,-46.24061965942383,-20,178.7280380376334,0.15617265,1.1565813999999999,214.2100067138672,0.10934151374843573,0,0.0,0.010991047606277045,20.419809341430664
3.1105810000000003,20.4744815826416,19.861867904663086,7219996434.059394,-45.30506450008849,459.5199890136719,True,0.0046692365,22.33708000183105,67.39932546041179,374871.22,0.004614991560643422,3.7793436000000002,0.0,8.267971992492676,210.44070434570312,149.04425048828125,10169009062.055485,-603.530029296875,1.3858229,11937500007,-500191487,0.010224117239301007,0.09593621356612952,0.0,0.0,95.0294376354473,20.81598281860352,0.09593621356612952,21.26139259338379,0.01475244878986517,-0.0,4.371048277962107,0.0,-500191487,-0.0,0.097063854,374871.22,0,3.7793436000000002,20.601274490356445,47.00146865844727,7219996434.059394,1.3729415,1.7735310223750502,67.39932546041179,-106.51736090050736,-45.30506450008849,-0.0,0.010743625333972329,-21.744348526000977,-20,61.80331004756878,0.097063854,3.1105810000000003,566.2100219726562,0.01475244878986517,0,0.0,0.0007096634746494589,20.512250900268555
0.6894909,19.76740837097168,27.68891143798828,14321652887.244488,-44.45824206205585,52.47999954223633,True,0.04922612,21.861522674560547,67.5393113645219,1693902.9,-0.04897419673241001,3.011507,0.0,11.446871757507324,158.82972717285156,350.3038024902344,20171342094.710545,385.2300109863281,1.2177241,11937500008,-600191487,0.014041419069179712,-0.6241918783612405,0.0,662452.4,-186.49854106935345,20.16998291015625,-0.4172266714507907,20.679479598999023,-0.0633930249263815,-0.0,92.89954236700191,0.36934152,-600191487,-0.0,0.41937290000000005,1031450.56,0,2.3676562000000003,19.93035888671875,183.3112945556641,14321652887.244488,1.1034611,2.0889324320284053,67.5393113645219,-184.6628243441681,-44.45824206205585,-0.0,0.013925267626140771,-29.40044021606445,-20,-149.10395811666362,0.6274026999999999,0.9685440999999999,-419.30999755859375,-0.04237360609796993,0,0.0,-0.004973827090410221,19.829669952392575
1.3116202,19.41347312927246,28.11213111877441,7672108599.752455,-45.000534058060055,306.82000732421875,True,0.004248997,21.32377815246582,67.40436327924928,3276471.5,0.004210244518526814,1.5012511,0.0,11.69943904876709,133.13404846191406,42.81877899169922,10805786760.214724,-230.44000244140625,0.7422464,11937500009,-700191487,0.01440545286191864,0.06680055132842408,0.0,0.0,121.87970654586962,19.76559829711914,0.06680055132842408,20.20461082458496,0.00908425476065213,-0.0,3.872094117470864,0.0,-700191487,-0.0,0.06741541,3276471.5,0,1.5012511,19.541921615600586,35.82807159423828,7672108599.752455,0.7359654999999999,1.51892594793057,67.40436327924928,-110.3444171144185,-45.000534058060055,-0.0,0.014999215570458356,-30.450014114379886,-20,65.64398262718242,0.06741541,1.3116202,-130.71000671386722,0.00908425476065213,0,0.0,0.0005725541638555671,19.454559326171875
